Descr,Degree of Truth
"For almost none records in test set in euthymia with high energy_mean, contribution of localjitter is around zero",1.0
"For almost every records in test set in euthymia with high energy_mean, contribution of localjitter is strongly positive",0.0
"For most records in test set in euthymia with high energy_mean, contribution of localjitter is strongly positive",0.0
"For around half records in test set in euthymia with high energy_mean, contribution of localjitter is strongly positive",0.49516463784787823
"For few records in test set in euthymia with high energy_mean, contribution of localjitter is strongly positive",0.502901217291273
"For almost none records in test set in euthymia with high energy_mean, contribution of localjitter is strongly positive",0.0
"For almost every records in test set in euthymia with high energy_mean, contribution of localshimmer is strongly negative",0.0
"For most records in test set in euthymia with high energy_mean, contribution of localshimmer is strongly negative",0.0
"For around half records in test set in euthymia with high energy_mean, contribution of localshimmer is strongly negative",0.4759306257500299
"For few records in test set in euthymia with high energy_mean, contribution of localshimmer is strongly negative",0.5144416245499821
"For almost none records in test set in euthymia with high energy_mean, contribution of localshimmer is strongly negative",0.0
"For almost every records in test set in euthymia with high energy_mean, contribution of localshimmer is around zero",0.0
"For most records in test set in euthymia with high energy_mean, contribution of localshimmer is around zero",0.0
"For around half records in test set in euthymia with high energy_mean, contribution of localshimmer is around zero",0.24523985621435387
"For few records in test set in euthymia with high energy_mean, contribution of localshimmer is around zero",0.6528560862713877
"For almost none records in test set in euthymia with high energy_mean, contribution of localshimmer is around zero",0.0
"For almost every records in test set in euthymia with high energy_mean, contribution of localshimmer is strongly positive",0.0
"For most records in test set in euthymia with high energy_mean, contribution of localshimmer is strongly positive",0.0
"For around half records in test set in euthymia with high energy_mean, contribution of localshimmer is strongly positive",1.0
"For few records in test set in euthymia with high energy_mean, contribution of localshimmer is strongly positive",0.0
"For almost none records in test set in euthymia with high energy_mean, contribution of localshimmer is strongly positive",0.0
"For almost every records in test set in euthymia with high energy_mean, contribution of pitch_mean is strongly negative",1.0
